division,division_name,industry_group,industry_group_name,sic_code,industry_name
D,Manufacturing,28,Chemicals And Allied Products,2835,In Vitro and In Vivo Diagnostic Substances
D,Manufacturing,28,Chemicals And Allied Products,2836,"Biological Products, Except Diagnostic Substances"
D,Manufacturing,28,Chemicals And Allied Products,2841,"Soap and Other Detergents, Except Specialty Cleaners"
D,Manufacturing,28,Chemicals And Allied Products,2842,"Specialty Cleaning, Polishing, and Sanitation Preparations"
D,Manufacturing,28,Chemicals And Allied Products,2843,"Surface Active Agents, Finishing Agents, Sulfonated Oils, and Assistants"
D,Manufacturing,28,Chemicals And Allied Products,2844,"Perfumes, Cosmetics, and Other Toilet Preparations"
D,Manufacturing,28,Chemicals And Allied Products,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
D,Manufacturing,28,Chemicals And Allied Products,2861,Gum and Wood Chemicals
D,Manufacturing,28,Chemicals And Allied Products,2865,"Cyclic Organic Crudes and Intermediates, and Organic Dyes and Pigments"
D,Manufacturing,28,Chemicals And Allied Products,2869,"Industrial Organic Chemicals, Not Elsewhere Classified"
D,Manufacturing,28,Chemicals And Allied Products,2873,Nitrogenous Fertilizers
D,Manufacturing,28,Chemicals And Allied Products,2874,Phosphatic Fertilizers
D,Manufacturing,28,Chemicals And Allied Products,2875,"Fertilizers, Mixing Only"
D,Manufacturing,28,Chemicals And Allied Products,2879,"Pesticides and Agricultural Chemicals, Not Elsewhere Classified"
D,Manufacturing,28,Chemicals And Allied Products,2891,Adhesives and Sealants
D,Manufacturing,28,Chemicals And Allied Products,2892,Explosives
D,Manufacturing,28,Chemicals And Allied Products,2893,Printing Ink
D,Manufacturing,28,Chemicals And Allied Products,2895,Carbon Black
D,Manufacturing,28,Chemicals And Allied Products,2899,"Chemicals and Chemical Preparations, Not Elsewhere Classified"
D,Manufacturing,29,Petroleum Refining And Related Industries,2911,Petroleum Refining
D,Manufacturing,29,Petroleum Refining And Related Industries,2951,Asphalt Paving Mixtures and Blocks
D,Manufacturing,29,Petroleum Refining And Related Industries,2952,Asphalt Felts and Coatings
D,Manufacturing,29,Petroleum Refining And Related Industries,2992,Lubricating Oils and Greases
D,Manufacturing,29,Petroleum Refining And Related Industries,2999,"Products of Petroleum and Coal, Not Elsewhere Classified"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3011,Tires and Inner Tubes
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3021,Rubber and Plastics Footwear
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3052,Rubber and Plastics Hose and Belting
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3053,"Gaskets, Packing, and Sealing Devices"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3061,"Molded, Extruded, and Lathe-Cut Mechanical Rubber Goods"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,,"Fabricated Rubber Products, Not Elsewhere Classified"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3081,Unsupported Plastics Film and Sheet
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3082,Unsupported Plastics Profile Shapes
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3083,"Laminated Plastics Plate, Sheet, and Profile Shapes"
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3084,Plastics Pipe
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3085,Plastics Bottles
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3086,Plastics Foam Products
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3087,Custom Compounding of Purchased Plastics Resins
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3088,Plastics Plumbing Fixtures
D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3089,"Plastics Products, Not Elsewhere Classified"
D,Manufacturing,31,Leather And Leather Products,3111,Leather Tanning and Finishing
D,Manufacturing,31,Leather And Leather Products,3131,Boot and Shoe Cut Stock and Findings
D,Manufacturing,31,Leather And Leather Products,3142,House Slippers
D,Manufacturing,31,Leather And Leather Products,3143,"Men\'s Footwear, Except Athletic"
D,Manufacturing,31,Leather And Leather Products,3144,"Women\'s Footwear, Except Athletic"
D,Manufacturing,31,Leather And Leather Products,3149,"Footwear, Except Rubber, Not Elsewhere Classified"
D,Manufacturing,31,Leather And Leather Products,3151,Leather Gloves and Mittens
D,Manufacturing,31,Leather And Leather Products,3161,Luggage
D,Manufacturing,31,Leather And Leather Products,3171,Women\'s Handbags and Purses
D,Manufacturing,31,Leather And Leather Products,3172,"Personal Leather Goods, Except Women\'s Handbags and Purses"
D,Manufacturing,31,Leather And Leather Products,3199,"Leather Goods, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3211,Flat Glass
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3221,Glass Containers
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3229,"Pressed and Blown Glass and Glassware, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3231,"Glass Products, Made of Purchased Glass"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3241,"Cement, Hydraulic"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3251,Brick and Structural Clay Tile
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3253,Ceramic Wall and Floor Tile
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3255,Clay Refractories
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3259,"Structural Clay Products, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3261,Vitreous China Plumbing Fixtures and China and Earthenware Fittings and Bathroom Accessories
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3262,Vitreous China Table and Kitchen Articles
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3263,Fine Earthenware (Whiteware) Table and Kitchen Articles
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3264,Porcelain Electrical Supplies
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3269,"Pottery Products, Not Elsewhere Classified"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3271,Concrete Block and Brick
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3272,"Concrete Products, Except Block and Brick"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3273,Ready-Mixed Concrete
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3274,Lime
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3275,Gypsum Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3281,Cut Stone and Stone Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3291,Abrasive Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3292,Asbestos Products
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3295,"Minerals and Earths, Ground or Otherwise Treated"
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3296,Mineral Wool
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3297,Nonclay Refractories
D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3299,"Nonmetallic Mineral Products, Not Elsewhere Classified"
D,Manufacturing,33,Primary Metal Industries,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills"
D,Manufacturing,33,Primary Metal Industries,3313,"Electrometallurgical Products, Except Steel"
D,Manufacturing,33,Primary Metal Industries,3315,Steel Wiredrawing and Steel Nails and Spikes
D,Manufacturing,33,Primary Metal Industries,3316,"Cold-Rolled Steel Sheet, Strip, and Bars"
D,Manufacturing,33,Primary Metal Industries,3317,Steel Pipe and Tubes
D,Manufacturing,33,Primary Metal Industries,3321,Gray and Ductile Iron Foundries
D,Manufacturing,33,Primary Metal Industries,3322,Malleable Iron Foundries
D,Manufacturing,33,Primary Metal Industries,3324,Steel Investment Foundries
D,Manufacturing,33,Primary Metal Industries,3325,"Steel Foundries, Not Elsewhere Classified"
D,Manufacturing,33,Primary Metal Industries,3331,Primary Smelting and Refining of Copper
D,Manufacturing,33,Primary Metal Industries,3334,Primary Production of Aluminum
D,Manufacturing,33,Primary Metal Industries,3339,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum"
D,Manufacturing,33,Primary Metal Industries,3341,Secondary Smelting and Refining of Nonferrous Metals
D,Manufacturing,33,Primary Metal Industries,3351,"Rolling, Drawing, and Extruding Of Copper"
D,Manufacturing,33,Primary Metal Industries,3353,"Aluminum Sheet, Plate, and Foil"
D,Manufacturing,33,Primary Metal Industries,3354,Aluminum Extruded Products
D,Manufacturing,33,Primary Metal Industries,3355,"Aluminum Rolling and Drawing, Not Elsewhere Classified"
D,Manufacturing,33,Primary Metal Industries,3356,"Rolling, Drawing, and Extruding of Nonferrous Metals, Except Copper and Aluminum"
D,Manufacturing,33,Primary Metal Industries,3357,Drawing and Insulating of Nonferrous Wire
D,Manufacturing,33,Primary Metal Industries,3363,Aluminum Die-Castings
D,Manufacturing,33,Primary Metal Industries,3364,"Nonferrous Die-Castings, Except Aluminum"
D,Manufacturing,33,Primary Metal Industries,3365,Aluminum Foundries
D,Manufacturing,33,Primary Metal Industries,3366,Copper Foundries
D,Manufacturing,33,Primary Metal Industries,3369,"Nonferrous Foundries, Except Aluminum and Copper"
D,Manufacturing,33,Primary Metal Industries,3398,Metal Heat Treating
D,Manufacturing,33,Primary Metal Industries,3399,"Primary Metal Products, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3411,Metal Cans
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3412,"Metal Shipping Barrels, Drums, Kegs, and Pails"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3421,Cutlery
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3423,"Hand and Edge Tools, Except Machine Tools and Handsaws"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3425,Saw Blades and Handsaws
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3429,"Hardware, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3431,Enameled Iron and Metal Sanitary Ware
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3432,Plumbing Fixture Fittings and Trim
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3441,Fabricated Structural Metal
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3443,Fabricated Plate Work (Boiler Shops)
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3444,Sheet Metal Work
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3446,Architectural and Ornamental Metal Work
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3448,Prefabricated Metal Buildings and Components
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3449,Miscellaneous Structural Metal Work
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3451,Screw Machine Products
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3452,"Bolts, Nuts, Screws, Rivets, and Washers"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3462,Iron and Steel Forgings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3463,Nonferrous Forgings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3465,Automotive Stampings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3466,Crowns and Closures
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3469,"Metal Stampings, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3479,"Coating, Engraving, and Allied Services, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3482,Small Arms Ammunition
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3483,"Ammunition, Except for Small Arms"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3484,Small Arms
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3489,
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3491,Industrial Valves
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3492,Fluid Power Valves and Hose Fittings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3493,"Steel Springs, Except Wire"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3494,"Valves and Pipe Fittings, Not Elsewhere Classified"
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3495,Wire Springs
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3496,Miscellaneous Fabricated Wire Products
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3497,Metal Foil and Leaf
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3498,Fabricated Pipe and Pipe Fittings
D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3499,"Fabricated Metal Products, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3511,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3519,"Internal Combustion Engines, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3523,Farm Machinery and Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3531,Construction Machinery and Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3533,Oil and Gas Field Machinery and Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3534,Elevators and Moving Stairways
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3535,Conveyors and Conveying Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3536,"Overhead Traveling Cranes, Hoists, and Monorail Systems"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3537,"Industrial Trucks, Tractors, Trailers, and Stackers"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3541,"Machine Tools, Metal Cutting Types"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3542,"Machine Tools, Metal Forming Types"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3543,Industrial Patterns
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3545,"Cutting Tools, Machine Tool Accessories, and Machinists\' Precision Measuring Devices"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3546,Power-Driven Handtools
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3547,Rolling Mill Machinery and Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3548,Electric and Gas Welding and Soldering Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3549,"Metalworking Machinery, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3552,Textile Machinery
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3553,Woodworking Machinery
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3554,Paper Industries Machinery
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3555,Printing Trades Machinery and Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3556,Food Products Machinery
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3559,"Special Industry Machinery, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3561,Pumps and Pumping Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3562,Ball and Roller Bearings
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3563,Air and Gas Compressors
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3565,Packaging Machinery
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3566,"Speed Changers, Industrial High-Speed Drives, and Gears"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3567,Industrial Process Furnaces and Ovens
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3568,"Mechanical Power Transmission Equipment, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3569,"General Industrial Machinery and Equipment, Not Elsewhere"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3571,Electronic Computers
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3572,Computer Storage Devices
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3575,Computer Terminals
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3578,"Calculating and Accounting Machines, Except Electronic Computers"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3579,"Office Machines, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3581,Automatic Vending Machines
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3582,"Commercial Laundry, Drycleaning, and Pressing Machines"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3586,Measuring and Dispensing Pumps
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3589,"Service Industry Machinery, Not Elsewhere Classified"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3592,"Carburetors, Pistons, Piston Rings, and Valves"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3593,Fluid Power Cylinders and Actuators
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3594,Fluid Power Pumps and Motors
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3596,"Scales and Balances, Except Laboratory"
D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3612,"Power, Distribution, and Specialty Transformers"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3613,Switchgear and Switchboard Apparatus
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3621,Motors and Generators
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3624,Carbon and Graphite Products
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3625,Relays and Industrial Controls
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3629,"Electrical Industrial Apparatus, Not Elsewhere Classified"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3631,Household Cooking Equipment
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3632,Household Refrigerators and Home and Farm Freezers
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3633,Household Laundry Equipment
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3634,Electric Housewares and Fans
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3635,Household Vacuum Cleaners
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3639,"Household Appliances, Not Elsewhere Classified"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3641,Electric Lamp Bulbs and Tubes
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3643,Current-Carrying Wiring Devices
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3644,Noncurrent-Carrying Wiring Devices
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3645,Residential Electric Lighting Fixtures
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3646,"Commercial, Industrial, and Institutional Electric Lighting Fixtures"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3647,Vehicular Lighting Equipment
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3648,"Lighting Equipment, Not Elsewhere Classified"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3651,Household Audio and Video Equipment
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3652,Phonograph Records and Prerecorded Audio Tapes and Disks
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3661,Telephone and Telegraph Apparatus
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3663,Radio and Television Broadcasting and Communications Equipment
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3669,"Communications Equipment, Not Elsewhere Classified"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3671,Electron Tubes
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3672,Printed Circuit Boards
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3674,Semiconductors and Related Devices
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3675,Electronic Capacitors
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3676,Electronic Resistors
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3677,"Electronic Coils, Transformers, and Other Inductors"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3678,Electronic Connectors
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3679,"Electronic Components, Not Elsewhere Classified"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3691,Storage Batteries
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3692,"Primary Batteries, Dry and Wet"
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3694,Electrical Equipment for Internal Combustion Engines
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3695,Magnetic And Optical Recording Media
D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3699,"Electrical Machinery, Equipment, and Supplies, Not Elsewhere"
D,Manufacturing,37,Transportation Equipment,3711,Motor Vehicles and Passenger Car Bodies
D,Manufacturing,37,Transportation Equipment,3713,Truck and Bus Bodies
D,Manufacturing,37,Transportation Equipment,3714,Motor Vehicle Parts and Accessories
D,Manufacturing,37,Transportation Equipment,3715,Truck Trailers
D,Manufacturing,37,Transportation Equipment,3716,Motor Homes
D,Manufacturing,37,Transportation Equipment,3721,Aircraft
D,Manufacturing,37,Transportation Equipment,3724,Aircraft Engines and Engine Parts
D,Manufacturing,37,Transportation Equipment,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
D,Manufacturing,37,Transportation Equipment,3731,Ship Building and Repairing
D,Manufacturing,37,Transportation Equipment,3732,Boat Building and Repairing
D,Manufacturing,37,Transportation Equipment,3743,Railroad Equipment
D,Manufacturing,37,Transportation Equipment,3751,"Motorcycles, Bicycles, and Parts"
D,Manufacturing,37,Transportation Equipment,3761,Guided Missiles and Space Vehicles
D,Manufacturing,37,Transportation Equipment,3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts
D,Manufacturing,37,Transportation Equipment,3769,"Guided Missile Space Vehicle Parts and Auxiliary Equipment, Not Elsewhere Classified"
D,Manufacturing,37,Transportation Equipment,3792,Travel Trailers and Campers
D,Manufacturing,37,Transportation Equipment,3795,Tanks and Tank Components
D,Manufacturing,37,Transportation Equipment,3799,"Transportation Equipment, Not Elsewhere Classified"
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments"
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3821,Laboratory Apparatus and Furniture
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3822,Automatic Controls for Regulating Residential and Commercial Environments and Appliances
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3823,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products"
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3824,Totalizing Fluid Meters and Counting Devices
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3825,Instruments for Measuring and Testing of Electricity and Electrical Signals
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3826,Laboratory Analytical Instruments
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3827,Optical Instruments and Lenses
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3841,Surgical and Medical Instruments and Apparatus
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3843,Dental Equipment and Supplies
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus
